"No.","Time","Source","Destination","Protocol","Length","Info"
"706516","19:48:53.159035","180.250.13.34","10.107.135.158","DNS","145","Standard query response 0x0e39 HTTPS widget-mediator.zopim.com SOA foodmore.zopim.com"
"706809","19:48:53.510941","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x2957 A secure.gravatar.com"
"706811","19:48:53.511817","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x8c62 HTTPS secure.gravatar.com"
"706812","19:48:53.514537","180.250.13.34","10.107.135.158","DNS","95","Standard query response 0x2957 A secure.gravatar.com A 192.0.73.2"
"706816","19:48:53.532920","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x8c62 HTTPS secure.gravatar.com SOA ns1.automattic.com"
"706967","19:48:54.026529","10.107.135.158","180.250.13.34","DNS","67","Standard query 0xfc99 A s.w.org"
"706968","19:48:54.026985","10.107.135.158","180.250.13.34","DNS","67","Standard query 0x62eb HTTPS s.w.org"
"706969","19:48:54.029595","180.250.13.34","10.107.135.158","DNS","83","Standard query response 0xfc99 A s.w.org A 192.0.77.48"
"706970","19:48:54.030760","180.250.13.34","10.107.135.158","DNS","128","Standard query response 0x62eb HTTPS s.w.org SOA ns1.wordpress.org"
"707070","19:48:54.191501","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x8743 A fonts.gstatic.com"
"707071","19:48:54.191958","10.107.135.158","180.250.13.34","DNS","77","Standard query 0x502c HTTPS fonts.gstatic.com"
"707072","19:48:54.194401","180.250.13.34","10.107.135.158","DNS","93","Standard query response 0x8743 A fonts.gstatic.com A 172.217.194.94"
"707073","19:48:54.195267","180.250.13.34","10.107.135.158","DNS","134","Standard query response 0x502c HTTPS fonts.gstatic.com SOA ns1.google.com"
"707133","19:48:54.842130","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xf4be A apis.google.com"
"707134","19:48:54.842576","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x0d8c HTTPS apis.google.com"
"707135","19:48:54.845113","180.250.13.34","10.107.135.158","DNS","192","Standard query response 0xf4be A apis.google.com CNAME plus.l.google.com A 142.251.12.102 A 142.251.12.100 A 142.251.12.101 A 142.251.12.113 A 142.251.12.139 A 142.251.12.138"
"707137","19:48:54.856720","180.250.13.34","10.107.135.158","DNS","146","Standard query response 0x0d8c HTTPS apis.google.com CNAME plus.l.google.com SOA ns1.google.com"
"707189","19:48:55.024508","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x3c18 A code.jquery.com"
"707190","19:48:55.024845","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x2c40 HTTPS code.jquery.com"
"707191","19:48:55.025420","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x69b2 A www.googletagmanager.com"
"707192","19:48:55.025740","10.107.135.158","180.250.13.34","DNS","84","Standard query 0xbe77 HTTPS www.googletagmanager.com"
"707193","19:48:55.029300","180.250.13.34","10.107.135.158","DNS","107","Standard query response 0x3c18 A code.jquery.com A 69.16.175.10 A 69.16.175.42"
"707194","19:48:55.029300","180.250.13.34","10.107.135.158","DNS","100","Standard query response 0x69b2 A www.googletagmanager.com A 74.125.24.97"
"707195","19:48:55.030502","180.250.13.34","10.107.135.158","DNS","136","Standard query response 0x2c40 HTTPS code.jquery.com SOA george.ns.cloudflare.com"
"707196","19:48:55.030502","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0xbe77 HTTPS www.googletagmanager.com SOA ns1.google.com"
"707542","19:48:55.370850","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x02e2 A github.githubassets.com"
"707543","19:48:55.371288","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x8919 HTTPS github.githubassets.com"
"707558","19:48:55.388186","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0x02e2 A github.githubassets.com A 185.199.108.154 A 185.199.109.154 A 185.199.110.154 A 185.199.111.154"
"707570","19:48:55.401742","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x88d1 A www.google-analytics.com"
"707571","19:48:55.402082","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x7499 HTTPS www.google-analytics.com"
"707574","19:48:55.405956","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x7499 HTTPS www.google-analytics.com SOA ns1.google.com"
"707575","19:48:55.405956","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x88d1 A www.google-analytics.com A 172.217.194.100 A 172.217.194.102 A 172.217.194.138 A 172.217.194.113 A 172.217.194.139 A 172.217.194.101"
"707581","19:48:55.412604","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0x8919 HTTPS github.githubassets.com SOA dns1.p02.nsone.net"
"707782","19:48:55.648075","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xc594 A api.github.com"
"707783","19:48:55.648386","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x0971 HTTPS api.github.com"
"707784","19:48:55.652097","180.250.13.34","10.107.135.158","DNS","90","Standard query response 0xc594 A api.github.com A 20.205.243.168"
"707794","19:48:55.669574","180.250.13.34","10.107.135.158","DNS","139","Standard query response 0x0971 HTTPS api.github.com SOA dns1.p08.nsone.net"
"707870","19:48:55.860528","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x1607 A clients4.google.com"
"707871","19:48:55.860826","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x3791 HTTPS clients4.google.com"
"707872","19:48:55.864130","180.250.13.34","10.107.135.158","DNS","199","Standard query response 0x1607 A clients4.google.com CNAME clients.l.google.com A 142.250.4.139 A 142.250.4.102 A 142.250.4.101 A 142.250.4.100 A 142.250.4.138 A 142.250.4.113"
"707873","19:48:55.865592","180.250.13.34","10.107.135.158","DNS","153","Standard query response 0x3791 HTTPS clients4.google.com CNAME clients.l.google.com SOA ns1.google.com"
"707876","19:48:55.872166","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x2b1a A www.gstatic.com"
"707877","19:48:55.872574","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x20ab HTTPS www.gstatic.com"
"707878","19:48:55.874863","180.250.13.34","10.107.135.158","DNS","91","Standard query response 0x2b1a A www.gstatic.com A 74.125.68.94"
"707879","19:48:55.875864","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x20ab HTTPS www.gstatic.com SOA ns1.google.com"
"708025","19:48:55.998609","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x38fd A stats.g.doubleclick.net"
"708026","19:48:55.998895","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x9349 HTTPS stats.g.doubleclick.net"
"708089","19:48:56.074212","180.250.13.34","10.107.135.158","DNS","143","Standard query response 0x9349 HTTPS stats.g.doubleclick.net SOA ns1.google.com"
"708091","19:48:56.074842","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0x38fd A stats.g.doubleclick.net A 142.250.4.155 A 142.250.4.154 A 142.250.4.156 A 142.250.4.157"
"708145","19:48:56.605343","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x8bb0 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"708150","19:48:57.329388","10.107.135.158","118.98.44.50","DNS","102","Standard query 0x8bb0 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net"
"708151","19:48:57.465900","118.98.44.50","10.107.135.158","DNS","418","Standard query response 0x8bb0 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"708152","19:48:57.465900","180.250.13.34","10.107.135.158","DNS","418","Standard query response 0x8bb0 A ac-imhhyhb-shard-00-01.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-01.deakh.mongodb.net CNAME ec2-63-32-70-18.eu-west-1.compute.amazonaws.com A 63.32.70.18 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"708221","19:48:58.578532","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xb58e A ssl.gstatic.com"
"708222","19:48:58.578829","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xc06d HTTPS ssl.gstatic.com"
"708223","19:48:58.582429","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0xc06d HTTPS ssl.gstatic.com SOA ns1.google.com"
"708224","19:48:58.582996","180.250.13.34","10.107.135.158","DNS","91","Standard query response 0xb58e A ssl.gstatic.com A 172.217.194.94"
"708266","19:48:59.928489","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xc9a7 A steamusercontent-a.akamaihd.net"
"708267","19:48:59.933706","180.250.13.34","10.107.135.158","DNS","210","Standard query response 0xc9a7 A steamusercontent-a.akamaihd.net CNAME steamusercontent-a.akamaihd.net.edgesuite.net CNAME a323.dscb.akamai.net A 118.98.77.97 A 118.98.77.91"
"708446","19:49:01.905875","10.107.135.158","180.250.13.34","DNS","94","Standard query 0xac51 A prod.telemetry.tableausoftware.com"
"708463","19:49:02.172437","180.250.13.34","10.107.135.158","DNS","295","Standard query response 0xac51 A prod.telemetry.tableausoftware.com A 52.43.99.15 A 44.235.20.79 A 44.230.14.28 A 52.34.54.76 NS ns-1284.awsdns-32.org NS ns-1609.awsdns-09.co.uk NS ns-236.awsdns-29.com NS ns-644.awsdns-16.net"
"708550","19:49:06.080185","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x1736 A youngandtheinvested.com"
"708551","19:49:06.080522","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x33c7 HTTPS youngandtheinvested.com"
"708552","19:49:06.081330","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x7a3b A www.googletagmanager.com"
"708553","19:49:06.081835","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x295c HTTPS www.googletagmanager.com"
"708554","19:49:06.086461","180.250.13.34","10.107.135.158","DNS","100","Standard query response 0x7a3b A www.googletagmanager.com A 74.125.200.97"
"708555","19:49:06.086461","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x295c HTTPS www.googletagmanager.com SOA ns1.google.com"
"708568","19:49:06.260321","180.250.13.34","10.107.135.158","DNS","115","Standard query response 0x1736 A youngandtheinvested.com A 104.18.6.55 A 104.18.7.55"
"708574","19:49:06.379435","180.250.13.34","10.107.135.158","DNS","162","Standard query response 0x33c7 HTTPS youngandtheinvested.com HTTPS"
"708647","19:49:07.529484","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x3bfa A analytics.google.com"
"708648","19:49:07.529822","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x21e9 HTTPS analytics.google.com"
"708649","19:49:07.530725","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xf156 A stats.g.doubleclick.net"
"708650","19:49:07.531136","10.107.135.158","180.250.13.34","DNS","83","Standard query 0x85e0 HTTPS stats.g.doubleclick.net"
"708651","19:49:07.532569","180.250.13.34","10.107.135.158","DNS","176","Standard query response 0x3bfa A analytics.google.com A 64.233.170.138 A 64.233.170.113 A 64.233.170.100 A 64.233.170.102 A 64.233.170.101 A 64.233.170.139"
"708652","19:49:07.533639","10.107.135.158","180.250.13.34","DNS","76","Standard query 0xd2b9 A www.google.co.id"
"708653","19:49:07.533786","180.250.13.34","10.107.135.158","DNS","158","Standard query response 0x21e9 HTTPS analytics.google.com CNAME analytics-alv.google.com SOA ns1.google.com"
"708654","19:49:07.533965","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x789c HTTPS www.google.co.id"
"708655","19:49:07.534732","180.250.13.34","10.107.135.158","DNS","147","Standard query response 0xf156 A stats.g.doubleclick.net A 74.125.68.155 A 74.125.68.156 A 74.125.68.157 A 74.125.68.154"
"708657","19:49:07.536591","180.250.13.34","10.107.135.158","DNS","143","Standard query response 0x85e0 HTTPS stats.g.doubleclick.net SOA ns1.google.com"
"708659","19:49:07.537968","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0xd2b9 A www.google.co.id CNAME forcesafesearch.google.com A 216.239.38.120"
"708662","19:49:07.539746","180.250.13.34","10.107.135.158","DNS","101","Standard query response 0x789c HTTPS www.google.co.id HTTPS"
"708770","19:49:09.319335","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x4d90 A fonts.googleapis.com"
"708771","19:49:09.319710","10.107.135.158","180.250.13.34","DNS","80","Standard query 0x103c HTTPS fonts.googleapis.com"
"708774","19:49:09.324281","180.250.13.34","10.107.135.158","DNS","96","Standard query response 0x4d90 A fonts.googleapis.com A 74.125.200.95"
"708776","19:49:09.325531","180.250.13.34","10.107.135.158","DNS","137","Standard query response 0x103c HTTPS fonts.googleapis.com SOA ns1.google.com"
"708799","19:49:09.343907","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x2898 A ads.adthrive.com"
"708800","19:49:09.344340","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x3026 HTTPS ads.adthrive.com"
"708809","19:49:09.384529","180.250.13.34","10.107.135.158","DNS","277","Standard query response 0x2898 A ads.adthrive.com A 108.138.141.122 A 108.138.141.108 A 108.138.141.100 A 108.138.141.18 NS ns-1081.awsdns-07.org NS ns-1766.awsdns-28.co.uk NS ns-339.awsdns-42.com NS ns-933.awsdns-52.net"
"708818","19:49:09.404519","180.250.13.34","10.107.135.158","DNS","158","Standard query response 0x3026 HTTPS ads.adthrive.com SOA ns-1081.awsdns-07.org"
"708986","19:49:11.496210","10.107.135.158","180.250.13.34","DNS","102","Standard query 0xa351 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net"
"708991","19:49:11.937364","180.250.13.34","10.107.135.158","DNS","419","Standard query response 0xa351 A ac-imhhyhb-shard-00-02.telqs6i.mongodb.net CNAME mtm-aws-euwest1-0-m0-9-shard-00-02.deakh.mongodb.net CNAME ec2-52-16-40-109.eu-west-1.compute.amazonaws.com A 52.16.40.109 NS ns2.amzndns.org NS ns1.amzndns.org NS ns2.amzndns.co.uk NS ns2.amzndns.com NS ns2.amzndns.net NS ns1.amzndns.net NS ns1.amzndns.com NS ns1.amzndns.co.uk"
"709414","19:49:18.085388","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x6b87 A www.google-analytics.com"
"709415","19:49:18.085701","10.107.135.158","180.250.13.34","DNS","84","Standard query 0x9e5e HTTPS www.google-analytics.com"
"709416","19:49:18.088860","180.250.13.34","10.107.135.158","DNS","141","Standard query response 0x9e5e HTTPS www.google-analytics.com SOA ns1.google.com"
"709417","19:49:18.088860","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x6b87 A www.google-analytics.com A 142.250.4.138 A 142.250.4.100 A 142.250.4.139 A 142.250.4.102 A 142.250.4.101 A 142.250.4.113"
"709565","19:49:18.399553","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x39e5 A www.google.com"
"709566","19:49:18.399812","10.107.135.158","180.250.13.34","DNS","74","Standard query 0xc552 HTTPS www.google.com"
"709568","19:49:18.403432","180.250.13.34","10.107.135.158","DNS","99","Standard query response 0xc552 HTTPS www.google.com HTTPS"
"709569","19:49:18.404763","180.250.13.34","10.107.135.158","DNS","120","Standard query response 0x39e5 A www.google.com CNAME forcesafesearch.google.com A 216.239.38.120"
"709618","19:49:19.767066","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x5d3a A googleads.g.doubleclick.net"
"709619","19:49:19.767391","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x6001 HTTPS googleads.g.doubleclick.net"
"709620","19:49:19.775842","180.250.13.34","10.107.135.158","DNS","151","Standard query response 0x5d3a A googleads.g.doubleclick.net A 142.251.10.154 A 142.251.10.155 A 142.251.10.157 A 142.251.10.156"
"709621","19:49:19.775842","180.250.13.34","10.107.135.158","DNS","112","Standard query response 0x6001 HTTPS googleads.g.doubleclick.net HTTPS"
"709702","19:49:21.846071","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x1671 A marvelous-inventor-6056.ck.page"
"709703","19:49:21.846403","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x4ff9 HTTPS marvelous-inventor-6056.ck.page"
"709709","19:49:21.930328","180.250.13.34","10.107.135.158","DNS","161","Standard query response 0x4ff9 HTTPS marvelous-inventor-6056.ck.page HTTPS"
"709710","19:49:21.947035","180.250.13.34","10.107.135.158","DNS","123","Standard query response 0x1671 A marvelous-inventor-6056.ck.page A 104.17.70.195 A 104.17.69.195"
"709772","19:49:22.849341","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x84a1 A www.woopra.com"
"709773","19:49:22.849555","10.107.135.158","180.250.13.34","DNS","74","Standard query 0x281f HTTPS www.woopra.com"
"709782","19:49:22.867940","180.250.13.34","10.107.135.158","DNS","90","Standard query response 0x84a1 A www.woopra.com A 162.55.95.218"
"709801","19:49:23.007433","180.250.13.34","10.107.135.158","DNS","155","Standard query response 0x281f HTTPS www.woopra.com SOA ns-561.awsdns-06.net"
"709814","19:49:23.131156","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x9c3d A f.convertkit.com"
"709815","19:49:23.131477","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x97e6 HTTPS f.convertkit.com"
"709833","19:49:23.301847","180.250.13.34","10.107.135.158","DNS","180","Standard query response 0x97e6 HTTPS f.convertkit.com CNAME f.convertkit.com.cdn.cloudflare.net SOA ns1.cloudflare.net"
"709884","19:49:23.847786","10.107.135.158","180.250.13.34","DNS","92","Standard query 0xb1d7 A cafemedia-com.videoplayerhub.com"
"709885","19:49:23.848650","10.107.135.158","180.250.13.34","DNS","92","Standard query 0x25ed HTTPS cafemedia-com.videoplayerhub.com"
"709896","19:49:23.939656","180.250.13.34","10.107.135.158","DNS","182","Standard query response 0x25ed HTTPS cafemedia-com.videoplayerhub.com HTTPS"
"709941","19:49:24.143770","10.107.135.158","118.98.44.50","DNS","76","Standard query 0x20c6 A f.convertkit.com"
"709952","19:49:24.194218","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xc7c2 A content-autofill.googleapis.com"
"709953","19:49:24.194435","10.107.135.158","180.250.13.34","DNS","91","Standard query 0xc54e HTTPS content-autofill.googleapis.com"
"709954","19:49:24.197467","180.250.13.34","10.107.135.158","DNS","235","Standard query response 0xc7c2 A content-autofill.googleapis.com A 142.250.4.95 A 142.251.10.95 A 142.251.12.95 A 172.217.194.95 A 74.125.200.95 A 74.125.130.95 A 74.125.68.95 A 172.253.118.95 A 74.125.24.95"
"709955","19:49:24.197467","180.250.13.34","10.107.135.158","DNS","148","Standard query response 0xc54e HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"709975","19:49:24.291132","180.250.13.34","10.107.135.158","DNS","157","Standard query response 0x9c3d A f.convertkit.com CNAME f.convertkit.com.cdn.cloudflare.net A 104.18.192.57 A 104.18.186.57"
"709987","19:49:24.307317","118.98.44.50","10.107.135.158","DNS","157","Standard query response 0x20c6 A f.convertkit.com CNAME f.convertkit.com.cdn.cloudflare.net A 104.18.192.57 A 104.18.186.57"
"710074","19:49:24.866376","10.107.135.158","118.98.44.50","DNS","92","Standard query 0xd29c A cafemedia-com.videoplayerhub.com"
"710078","19:49:24.883814","118.98.44.50","10.107.135.158","DNS","140","Standard query response 0xd29c A cafemedia-com.videoplayerhub.com A 104.26.9.50 A 104.26.8.50 A 172.67.74.207"
"710168","19:49:25.721232","10.107.135.158","180.250.13.34","DNS","72","Standard query 0xde4e A btloader.com"
"710169","19:49:25.721480","10.107.135.158","180.250.13.34","DNS","72","Standard query 0xaece HTTPS btloader.com"
"710171","19:49:25.739827","180.250.13.34","10.107.135.158","DNS","120","Standard query response 0xde4e A btloader.com A 104.26.7.139 A 104.26.6.139 A 172.67.70.134"
"710172","19:49:25.739827","180.250.13.34","10.107.135.158","DNS","162","Standard query response 0xaece HTTPS btloader.com HTTPS"
"710183","19:49:25.920557","10.107.135.158","180.250.13.34","DNS","70","Standard query 0x28f1 A lasso.link"
"710184","19:49:25.920839","10.107.135.158","180.250.13.34","DNS","70","Standard query 0x58a0 HTTPS lasso.link"
"710222","19:49:26.187055","180.250.13.34","10.107.135.158","DNS","140","Standard query response 0xb1d7 A cafemedia-com.videoplayerhub.com A 104.26.9.50 A 104.26.8.50 A 172.67.74.207"
"710227","19:49:26.306755","180.250.13.34","10.107.135.158","DNS","118","Standard query response 0x28f1 A lasso.link A 44.215.243.93 A 52.2.192.161 A 52.1.12.60"
"710324","19:49:27.831178","10.107.135.158","180.250.13.34","DNS","73","Standard query 0x61b9 A pbs.twimg.com"
"710326","19:49:27.831553","10.107.135.158","180.250.13.34","DNS","73","Standard query 0x1ae6 HTTPS pbs.twimg.com"
"710332","19:49:27.843222","180.250.13.34","10.107.135.158","DNS","227","Standard query response 0x61b9 A pbs.twimg.com CNAME cs196.wac.edgecastcdn.net CNAME cs2-wac.apr-8315.edgecastdns.net CNAME cs2-wac-as.8315.ecdns.net CNAME cs505.wac.edgecastcdn.net A 192.229.237.101"
"710333","19:49:27.843222","180.250.13.34","10.107.135.158","DNS","264","Standard query response 0x1ae6 HTTPS pbs.twimg.com CNAME cs196.wac.edgecastcdn.net CNAME cs2-wac.apr-8315.edgecastdns.net CNAME cs2-wac-as.8315.ecdns.net CNAME cs505.wac.edgecastcdn.net SOA ns1.edgecastcdn.net"
"710335","19:49:27.852138","10.107.135.158","180.250.13.34","DNS","78","Standard query 0xa62f A app.convertkit.com"
"710336","19:49:27.852476","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x4a5f HTTPS app.convertkit.com"
"710496","19:49:28.592508","180.250.13.34","10.107.135.158","DNS","161","Standard query response 0xa62f A app.convertkit.com CNAME app.convertkit.com.cdn.cloudflare.net A 104.18.186.57 A 104.18.192.57"
"710570","19:49:29.305365","10.107.135.158","180.250.13.34","DNS","91","Standard query 0x4ef2 A steamusercontent-a.akamaihd.net"
"710571","19:49:29.308956","180.250.13.34","10.107.135.158","DNS","210","Standard query response 0x4ef2 A steamusercontent-a.akamaihd.net CNAME steamusercontent-a.akamaihd.net.edgesuite.net CNAME a323.dscb.akamai.net A 118.97.158.186 A 36.91.231.56"
"710580","19:49:29.349291","180.250.13.34","10.107.135.158","DNS","132","Standard query response 0x58a0 HTTPS lasso.link SOA mona.ns.cloudflare.com"
"710596","19:49:29.407448","10.107.135.158","180.250.13.34","DNS","75","Standard query 0xbe69 A ad-delivery.net"
"710597","19:49:29.407655","10.107.135.158","180.250.13.34","DNS","75","Standard query 0x807a HTTPS ad-delivery.net"
"710598","19:49:29.410892","180.250.13.34","10.107.135.158","DNS","123","Standard query response 0xbe69 A ad-delivery.net A 172.67.69.19 A 104.26.3.70 A 104.26.2.70"
"710599","19:49:29.412650","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x0857 A api.btloader.com"
"710600","19:49:29.412968","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x7452 HTTPS api.btloader.com"
"710601","19:49:29.414959","10.107.135.158","180.250.13.34","DNS","87","Standard query 0x2338 A safebrowsing.googleapis.com"
"710602","19:49:29.415415","10.107.135.158","180.250.13.34","DNS","87","Standard query 0xe398 HTTPS safebrowsing.googleapis.com"
"710603","19:49:29.416342","180.250.13.34","10.107.135.158","DNS","92","Standard query response 0x0857 A api.btloader.com A 130.211.23.194"
"710605","19:49:29.417017","180.250.13.34","10.107.135.158","DNS","135","Standard query response 0x7452 HTTPS api.btloader.com SOA anna.ns.cloudflare.com"
"710607","19:49:29.418354","180.250.13.34","10.107.135.158","DNS","144","Standard query response 0xe398 HTTPS safebrowsing.googleapis.com SOA ns1.google.com"
"710609","19:49:29.419304","180.250.13.34","10.107.135.158","DNS","103","Standard query response 0x2338 A safebrowsing.googleapis.com A 74.125.200.95"
"710613","19:49:29.421355","180.250.13.34","10.107.135.158","DNS","165","Standard query response 0x807a HTTPS ad-delivery.net HTTPS"
"710757","19:49:30.981997","180.250.13.34","10.107.135.158","DNS","184","Standard query response 0x4a5f HTTPS app.convertkit.com CNAME app.convertkit.com.cdn.cloudflare.net SOA ns1.cloudflare.net"
"711129","19:49:33.043938","10.107.135.158","180.250.13.34","DNS","79","Standard query 0xb242 A static.btloader.com"
"711130","19:49:33.044226","10.107.135.158","180.250.13.34","DNS","79","Standard query 0x879e HTTPS static.btloader.com"
"711131","19:49:33.047647","180.250.13.34","10.107.135.158","DNS","127","Standard query response 0xb242 A static.btloader.com A 104.26.6.139 A 104.26.7.139 A 172.67.70.134"
"711138","19:49:33.106395","10.107.135.158","180.250.13.34","DNS","85","Standard query 0x44db A www.googletagservices.com"
"711139","19:49:33.106690","10.107.135.158","180.250.13.34","DNS","85","Standard query 0xb54a HTTPS www.googletagservices.com"
"711140","19:49:33.111291","180.250.13.34","10.107.135.158","DNS","142","Standard query response 0xb54a HTTPS www.googletagservices.com SOA ns1.google.com"
"711141","19:49:33.111291","180.250.13.34","10.107.135.158","DNS","149","Standard query response 0x44db A www.googletagservices.com A 74.125.68.155 A 74.125.68.156 A 74.125.68.157 A 74.125.68.154"
"711191","19:49:33.230835","180.250.13.34","10.107.135.158","DNS","169","Standard query response 0x879e HTTPS static.btloader.com HTTPS"
"711831","19:49:46.233320","10.107.135.158","180.250.13.34","DNS","83","Standard query 0xb6c9 A www.msftconnecttest.com"
"711832","19:49:46.238677","180.250.13.34","10.107.135.158","DNS","219","Standard query response 0xb6c9 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"712195","19:49:55.435177","10.107.135.158","180.250.13.34","DNS","80","Standard query 0xc098 A beacons.gcp.gvt2.com"
"712196","19:49:55.435453","10.107.135.158","180.250.13.34","DNS","80","Standard query 0xb4ac HTTPS beacons.gcp.gvt2.com"
"712198","19:49:55.454993","180.250.13.34","10.107.135.158","DNS","126","Standard query response 0xc098 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 74.125.24.94"
"712199","19:49:55.455708","180.250.13.34","10.107.135.158","DNS","193","Standard query response 0xb4ac HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com CNAME gce-beacons.gcp.gvt2.com SOA ns1.google.com"
"712248","19:49:55.523233","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x71c1 A e2c36.gcp.gvt2.com"
"712249","19:49:55.523480","10.107.135.158","180.250.13.34","DNS","78","Standard query 0x8c70 HTTPS e2c36.gcp.gvt2.com"
"712252","19:49:55.530101","180.250.13.34","10.107.135.158","DNS","94","Standard query response 0x71c1 A e2c36.gcp.gvt2.com A 35.213.145.237"
"712265","19:49:55.592035","180.250.13.34","10.107.135.158","DNS","135","Standard query response 0x8c70 HTTPS e2c36.gcp.gvt2.com SOA ns1.google.com"
"712333","19:49:56.748108","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x6323 A beacons.gvt2.com"
"712334","19:49:56.748366","10.107.135.158","180.250.13.34","DNS","76","Standard query 0x7feb HTTPS beacons.gvt2.com"
"712335","19:49:56.751861","180.250.13.34","10.107.135.158","DNS","156","Standard query response 0x7feb HTTPS beacons.gvt2.com CNAME beacons6.gvt2.com SOA ns1.google.com"
"712336","19:49:56.751861","180.250.13.34","10.107.135.158","DNS","115","Standard query response 0x6323 A beacons.gvt2.com CNAME beacons6.gvt2.com A 34.101.5.35"
"712405","19:49:57.457418","10.107.135.158","180.250.13.34","DNS","102","Standard query 0x3f9a A ac-imhhyhb-shard-00-00.telqs6i.mongodb.net"
